date,time,type,trigger_level,entry_price,orb_high,orb_low,orb_range,volume,rsi,confidence_score,confidence_level,breakout_pct
2025-02-11,2025-02-11 10:01:00,LONG,528.15,528.52,528.15,525.87,2.2799999999999727,6816,58.39160839160967,8.5,HIGH,16.22807017543899
2025-02-12,2025-02-12 09:51:00,LONG,525.42,525.59,525.42,521.95,3.4699999999999136,13679,79.59770114942502,6.0,HIGH,4.899135446688098
2025-02-13,2025-02-13 10:02:00,LONG,531.97,532.0,531.97,529.19,2.7799999999999727,42524,82.67973856208724,7.0,HIGH,1.0791366906465112
2025-02-14,2025-02-14 10:07:00,LONG,536.83,536.9,536.83,535.67,1.1600000000000819,9130,58.9473684210525,4.0,MEDIUM,6.034482758614775
2025-02-18,2025-02-18 10:01:00,SHORT,537.73,537.25,540.0,537.73,2.269999999999982,20186,42.941176470587685,5.0,MEDIUM,21.145374449340178
2025-02-19,2025-02-19 10:02:00,SHORT,537.33,537.17,538.9,537.33,1.5699999999999363,4298,31.413612565442662,5.5,MEDIUM,10.191082802553398
2025-02-20,2025-02-20 09:51:00,SHORT,536.89,536.43,539.1,536.89,2.2100000000000364,22089,20.618556701031125,4.0,MEDIUM,20.814479638010354
2025-02-21,2025-02-21 09:55:00,SHORT,536.29,536.28,538.38,536.29,2.090000000000032,4795,43.80664652567928,9.5,HIGH,0.4784688995210886
2025-02-24,2025-02-24 09:51:00,SHORT,525.93,525.71,529.05,525.93,3.1200000000000045,30969,28.205128205128517,7.0,HIGH,7.051282051279271
2025-02-25,2025-02-25 09:51:00,SHORT,516.44,515.87,519.32,516.44,2.8799999999999955,33581,29.482758620690745,3.0,LOW,19.791666666668434
2025-02-26,2025-02-26 09:51:00,LONG,516.47,516.54,516.47,514.39,2.080000000000041,14821,56.63157894736853,5.0,MEDIUM,3.3653846153814886
2025-02-27,2025-02-27 09:51:00,SHORT,513.88,513.86,519.05,513.88,5.169999999999959,17649,17.11711711711699,2.5,LOW,0.3868471953574849
2025-02-28,2025-02-28 10:10:00,LONG,501.39,501.8,501.39,496.94,4.449999999999989,40400,67.10526315789484,5.0,MEDIUM,9.213483146068
2025-03-03,2025-03-03 09:52:00,SHORT,508.43,508.39,513.03,508.43,4.599999999999966,16186,35.02626970227679,8.5,HIGH,0.8695652173917557
2025-03-04,2025-03-04 09:59:00,SHORT,492.25,491.5,496.32,492.25,4.069999999999993,55711,34.862385321101,9.0,HIGH,18.427518427518457
2025-03-05,2025-03-05 09:56:00,SHORT,493.62,493.16,497.13,493.62,3.509999999999991,15753,24.179104477612043,6.5,HIGH,13.105413105412556
2025-03-06,2025-03-06 09:51:00,LONG,493.83,493.98,493.83,491.67,2.159999999999968,41211,58.870967741935175,6.0,HIGH,6.944444444446125
2025-03-07,2025-03-07 09:53:00,LONG,491.48,491.96,491.48,486.92,4.560000000000002,44319,83.02238805970107,1.5,LOW,10.526315789472832
2025-03-10,2025-03-10 09:53:00,SHORT,481.21,481.02,483.96,481.21,2.75,33644,37.478411053540604,8.0,HIGH,6.909090909090826
2025-03-11,2025-03-11 10:04:00,SHORT,471.5,471.48,476.52,471.5,5.019999999999982,137616,19.97593261131182,5.5,MEDIUM,0.39840637450163113
2025-03-12,2025-03-12 09:55:00,SHORT,477.68,477.44,481.04,477.68,3.3600000000000136,39503,30.28503562945349,9.0,HIGH,7.142857142857384
2025-03-13,2025-03-13 09:51:00,SHORT,473.5,473.46,476.27,473.5,2.769999999999982,23723,34.97267759562797,5.5,MEDIUM,1.4440433213003872
2025-03-14,2025-03-14 09:54:00,LONG,477.07,477.21,477.07,473.5,3.569999999999993,14241,61.37566137566106,5.0,MEDIUM,3.921568627450606
2025-03-18,2025-03-18 09:56:00,SHORT,474.45,474.44,479.61,474.45,5.160000000000025,17917,21.39639639639688,5.0,MEDIUM,0.1937984496122259
2025-03-19,2025-03-19 09:54:00,LONG,477.43,477.85,477.43,474.9,2.5300000000000296,24930,66.74008810572722,9.5,HIGH,16.600790513834426
2025-03-20,2025-03-20 09:53:00,LONG,480.23,480.33,480.23,476.18,4.050000000000011,14784,63.60544217687095,9.5,HIGH,2.4691358024682866
2025-03-21,2025-03-21 09:51:00,LONG,475.53,475.75,475.53,472.92,2.609999999999957,6315,83.72093023255917,2.5,LOW,8.429118773947545
2025-03-24,2025-03-24 09:51:00,LONG,489.14,489.19,489.14,487.13,2.009999999999991,11022,70.80291970802975,6.0,HIGH,2.487562189055303
2025-03-25,2025-03-25 10:15:00,LONG,492.0,492.18,492.0,490.45,1.5500000000000114,5789,74.02597402597252,6.0,HIGH,11.612903225806805
2025-03-26,2025-03-26 09:51:00,SHORT,491.17,491.07,493.15,491.17,1.9799999999999613,13219,20.35714285714252,3.0,LOW,5.050505050506297
2025-03-27,2025-03-27 09:55:00,LONG,483.4,483.6,483.4,480.26,3.1399999999999864,30356,84.14096916299611,7.0,HIGH,6.369426751593833
2025-03-28,2025-03-28 10:04:00,SHORT,478.08,478.02,480.5,478.08,2.420000000000016,16260,14.893617021278317,5.5,MEDIUM,2.4793388429752845
2025-04-01,2025-04-01 10:08:00,SHORT,466.31,466.09,469.28,466.31,2.9699999999999704,20896,33.33333333333333,8.5,HIGH,7.4074074074083995
2025-04-02,2025-04-02 09:52:00,LONG,471.91,471.93,471.91,465.89,6.020000000000039,7296,71.7105263157894,2.0,LOW,0.33222591362095816
2025-04-03,2025-04-03 10:10:00,SHORT,456.11,455.6,460.06,456.11,3.9499999999999886,18559,28.624535315985085,2.0,LOW,12.911392405063099
2025-04-04,2025-04-04 10:12:00,SHORT,434.48,433.95,440.34,434.48,5.859999999999957,61433,5.000000000000057,2.0,LOW,9.044368600683166
2025-04-07,2025-04-07 09:52:00,LONG,410.0,411.97,410.0,402.4,7.600000000000023,85688,74.76697736351534,1.5,LOW,25.92105263157923
2025-04-08,2025-04-08 09:57:00,LONG,439.77,440.09,439.77,436.08,3.6899999999999977,82516,62.15189873417682,4.0,MEDIUM,8.67208672086703
2025-04-10,2025-04-10 09:58:00,SHORT,451.0,450.84,455.56,451.0,4.560000000000002,105790,42.009132420091284,6.5,HIGH,3.508771929825108
2025-04-11,2025-04-11 09:54:00,LONG,449.81,449.98,449.81,443.22,6.589999999999975,38201,77.55856966707742,4.0,MEDIUM,2.579666160850024
2025-04-15,2025-04-15 09:51:00,LONG,461.35,461.37,461.35,458.14,3.2100000000000364,11239,71.91919191919263,7.0,HIGH,0.6230529595009839
2025-04-16,2025-04-16 09:52:00,SHORT,448.74,448.39,451.28,448.74,2.5399999999999636,22160,23.178807947019976,1.0,LOW,13.77952755905621
2025-04-17,2025-04-17 10:20:00,SHORT,444.18,443.9,447.37,444.18,3.1899999999999977,8086,32.8703703703699,5.5,MEDIUM,8.777429467085572
2025-04-21,2025-04-21 09:56:00,SHORT,436.33,435.94,439.07,436.33,2.740000000000009,11198,26.74772036474134,0.5,LOW,14.233576642335223
2025-04-22,2025-04-22 09:59:00,LONG,441.17,441.22,441.17,437.62,3.5500000000000114,37687,52.905198776759164,6.5,HIGH,1.4084507042256678
2025-04-23,2025-04-23 09:51:00,LONG,462.08,462.23,462.08,457.44,4.639999999999986,36575,55.64304461942274,8.0,HIGH,3.2327586206904
2025-04-24,2025-04-24 09:52:00,LONG,459.31,459.4,459.31,455.83,3.480000000000018,8819,87.5,5.5,MEDIUM,2.586206896550992
